"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",100.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",101.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",101.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",101.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",98.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",98.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",101,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",101.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VJ","Information and communication","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",103,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",108.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",106.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",107.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",115.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",117,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",123.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",108.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",108.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",114.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",116.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",121.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",107.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",109.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",112,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",118,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VK","Financial and insurance activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",125.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",105.4,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",107.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",107.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",107.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",108.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",111.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",105.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",107.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",107.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",109.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",110.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",105.9,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",106.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",108.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",108.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VL","Real estate activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",113.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",104.8,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",105.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",105.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",105.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",105.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",108.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",104.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",105.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",104.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",106.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",107.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",105.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",104.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",104.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",105.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VM_N","Professional, scientific and technical activities; administrative and support service activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",109.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",107.8,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",111.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",111.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",111.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",109.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",120.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",107.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",109.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",113.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",115.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",118,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",108.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",108.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",114.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",113.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VO","Public administration and defence; education","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",123.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",106.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",109.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",109.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",108.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",109.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",112.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",106,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",109.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",109,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",111.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",111.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",107.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",108,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",109.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",110.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VQ","Human health and social work activities","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",112.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",108.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",112,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",112.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",111.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",111.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",111.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",108.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",111.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",112.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",110.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",111.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",109.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",110.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",112.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",111.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VR_U","Arts, entertainment and recreation; other service activities; activities of households as employers","D","Deflator","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",112.1,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",106.6,,
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",107.6,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",109.2,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",110.7,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",112.2,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",119.9,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",106,,
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",108.4,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",110.6,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",116.4,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",117.4,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",107.9,,
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",108.3,,
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",110,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",114,"P","Provisional"
"1","Gross value added by industry","B1GM","Gross domestic product ","VZ","Total economy","D","Deflator","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",120.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",121.8,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",124.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",117,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",120.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",122.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",157.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",121.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",139.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",127.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",136.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",142.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",128.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",129.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",113,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",127.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VA","Agriculture, forestry and fishing","D","Deflator","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",187.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",108.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",107.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",108,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",114.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",119.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",141.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VB_E","Industry ","D","Deflator","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",106.7,,
