"QNA_ACCOUNT","Account","QNA_INDICATOR","Indicator","QNA_BRANCH","Industry breakdown","QNA_PRICE","Price type and unit","QNA_ADJ","Adjustment","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2020","2020",19938.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2021","2021",20249.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","A","Annual","2022","2022",20303.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",5198,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",4393,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",5185,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",5088,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",4992,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",5077,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",5262,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",5148,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",5177,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",5038,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",5054,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",5216,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",5295,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",5213,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",4993,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",5135,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2019","2019",20970.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2020","2020",19938.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2021","2021",20249.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","A","Annual","2022","2022",20303.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",5543,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",4706,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",4669,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",5438,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",4474,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",4548,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",5142,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",5051,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",5074,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",4936,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",5402,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",4689,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",5596,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",5512,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",5265,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","L","Chained 2015 euros (in millions of euro)","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",5418,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2019","2019",1.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2020","2020",-4.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2021","2021",1.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","A","Annual","2022","2022",0.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-15.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",-0.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",15.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",-3.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",1.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",3.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",-2.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",0.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",-2.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",-0.4,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-1.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",-4.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",2.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2019","2019",1.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2020","2020",-4.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2021","2021",1.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","A","Annual","2022","2022",0.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",-15.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",-0.4,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",15.6,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",-4.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",1.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",3.7,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",-1.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",0.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",-2.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",-0.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",0.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",-1.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",-4.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LY","Chain linked - Y to Y percentage change (reference year 2015)","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",2.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",-1.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-14.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",18,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",-1.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",-1.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",0.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",-0.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",-2.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",0.9,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0.3,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",0.3,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",1.5,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",0.5,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","LQ","Chain linked - Q to Q percentage change (reference year 2015)","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",1.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2019","2019",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2020","2020",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2021","2021",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","A","Annual","2022","2022",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q2","2021Q2",0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q3","2021Q3",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q3","2022Q3",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q1","2019Q1",0.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q1","2020Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q1","2021Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q1","2022Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q3","2019Q3",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q4","2019Q4",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q4","2020Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2021-Q4","2021Q4",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","Y","Working day and seasonally adjusted","Q","Quarterly","2022-Q4","2022Q4",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2019","2019",0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2020","2020",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2021","2021",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","A","Annual","2022","2022",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q2","2019Q2",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q2","2020Q2",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q3","2020Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q2","2021Q2",0.8,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q3","2021Q3",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q3","2022Q3",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q1","2019Q1",0.2,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q1","2020Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q1","2021Q1",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q1","2022Q1",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q2","2022Q2",0,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q3","2019Q3",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2019-Q4","2019Q4",0,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2020-Q4","2020Q4",-0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2021-Q4","2021Q4",-0.2,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CY","Contributions to the volume change - Y to Y","N","Gross data","Q","Quarterly","2022-Q4","2022Q4",0.1,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2019-Q2","2019Q2",-0.1,,
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q2","2020Q2",-0.7,"P","Provisional"
"1","Gross value added by industry","B1G","Gross value added at basic prices","VF","Construction","CQ","Contributions to the volume change - Q to Q","Y","Working day and seasonally adjusted","Q","Quarterly","2020-Q3","2020Q3",0.8,"P","Provisional"
